dataset,universe,real,task,is_binary,K,n,p,n_num,n_cat,cat_share,n_train,n_cal,n_test,family_orig,family_strict,family_size_strict,in_F1_main,outside_envelope,K_profile,openml_id,synthetic_family,source,info_n_classes,nan_share_num,num_binary_cols,num_lowcard_cols,num_median_unique,cat_levels_total,cat_levels_max,p_onehot,test_majority,test_minority,test_imb_ratio,test_H_norm,test_n_eff_classes,test_min_count,test_classes_present,ytest_counts_match_raw,pool_majority,pool_classes,test_classes_missing,syn_n_informative,syn_n_redundant,syn_n_noise,syn_snr,syn_fisher_ratio,syn_mean_skewness,syn_max_skewness,syn_mean_kurtosis,syn_max_kurtosis,syn_mean_abs_correlation,syn_max_abs_correlation,n_models_any,n_models_complete10,n_tfm_complete10,n_gbdt_complete10,n_deep_complete10,n_classic_complete10,models_missing_complete10,acc_best,acc_best_model,acc_median_models,acc_worst,acc_spread_models,nll_best,share_models_acc_gt_0.9,eps_mean_models,eps_max_models,share_models_eps_pos,no_empty_any_model,width_mean_models,cov_mean_models,acc_tfm_mean,eps_tfm_mean,nll_tfm_mean,acc_gbdt_mean,eps_gbdt_mean,nll_gbdt_mean,acc_deep_mean,eps_deep_mean,nll_deep_mean,acc_classic_mean,eps_classic_mean,nll_classic_mean,acc_ref5,acc_logreg,acc_knn,cal_min_class_min,cal_min_class_median,cal_n_below_9_max,cal_n_below_19_max,cal_n_below_99_max,n_splits,test_dup_in_pool,test_dup_label_agree,pool_dup_share,conflict_share,acc_margin_best_vs_second,acc_second_model,K_gt_10,n_gt_published,p_gt_published,K_gt_published,tabpfn_v1_subsampled,mitra_support_subsampled,pfnv2_subsample_binds,n_cal_per_class,log10_n,log10_n_cal,lift_best_over_majority,headroom_best_vs_1m_alpha,nonlin_gap_best_minus_logreg,gap_tfm_minus_gbdt_acc,gap_tfm_minus_gbdt_eps
KDD,A_published112,True,binclass,True,2,5032,45,34,11,0.2444444444444444,2817,1208,1007,KDD,kddcup09-orange,2,True,False,2,45075.0,,https://www.openml.org/search?type=data&status=active&id=45075&sort=runs,2.0,0.0,0,3,321.0,52,11,86,0.506454816285998,0.4935451837140019,1.0261569416498997,0.9998797778831762,1.9998333437013311,497,2,True,0.5016149068322981,2,0,,,,,,,,,,,,22,22,13,3,4,2,,0.807845084409136,tabpfn26,0.7976166832174776,0.7236345580933465,0.08421052631578951,0.36786462931156816,0.0,0.0,0.0,0.0,True,1.236368150221179,0.8973955041978873,0.8002062485677184,0.0,0.37968138919256905,0.7965574313141345,0.0,0.5117221102839905,0.7797666335650447,0.0,0.4696000687643308,0.7408639523336643,0.0,0.5225820176991726,0.7742800397219464,0.7580933465739821,0.7236345580933465,602,602.0,0,0,0,10,0.0,,0.0,0.0,0.0010923535253226,tabpfn25,False,False,False,False,False,False,False,604.0,3.7017406324372124,3.082066934285113,0.30139026812313807,-0.09215491559086397,0.049751737835153964,0.0036488172535839025,0.0
KDDCup09_upselling,A_published112,True,binclass,True,2,5128,49,34,15,0.3061224489795918,2871,1231,1026,KDDCup09_upselling,kddcup09-orange,2,True,False,2,44186.0,,https://www.openml.org/search?type=data&status=active&id=44186&sort=runs,2.0,0.0,0,2,325.0,70,12,104,0.5,0.5,1.0,1.0,2.0,513,2,True,0.5,2,0,,,,,,,,,,,,22,22,13,3,4,2,,0.8154970760233919,tabpfn3,0.8114035087719298,0.7110136452241715,0.1044834307992204,0.35409909834612785,0.0,0.0,0.0,0.0,True,1.2219076732234626,0.8981082757398545,0.8099865047233469,0.0,0.36566383463044233,0.8062703053931125,0.0,0.4762463211505172,0.77729044834308,0.0,0.44947753519740097,0.7237329434697856,0.0,0.5384055945085646,0.7732553606237816,0.7364522417153996,0.7110136452241715,615,615.0,0,0,0,10,0.0,,0.0,0.0,9.746588693959612e-05,tabicl,False,False,False,False,False,False,False,615.5,3.709948016510761,3.090258052931316,0.31549707602339194,-0.08450292397660808,0.07904483430799236,0.003716199330234371,0.0
Long,A_published112,True,binclass,True,2,4477,19,19,0,0.0,2506,1075,896,Long,Long,1,True,False,2,42636.0,,https://www.openml.org/search?type=data&status=active&id=42636&sort=runs,2.0,0.0,0,2,3656.0,0,0,19,0.7165178571428571,0.2834821428571428,2.52755905511811,0.8601521975345587,1.8152297987312032,254,2,True,0.6808154146886345,2,0,,,,,,,,,,,,22,22,13,3,4,2,,0.9998883928571429,tabpfn25,0.9940848214285714,0.8885044642857143,0.11138392857142865,0.00246992623005657,0.9545454545454546,0.0947189529220779,0.11372767857142854,0.9545454545454546,False,0.9081879058441559,0.901065340909091,0.9961280906593407,0.10655048076923074,0.010984151639198098,0.9859002976190476,0.09434523809523805,0.04263130909038284,0.9829520089285714,0.09564732142857138,0.059671199695073805,0.9422433035714286,0.016517857142857115,0.2999055696841125,0.9684375,0.9959821428571429,0.8885044642857143,343,343.0,0,0,0,10,0.0,,0.0,0.0,0.0001116071428571,tabpfn25b,False,False,False,False,False,False,False,537.5,3.6509870943834453,3.031408464251624,0.28337053571428583,0.0998883928571429,0.00390625,0.010227793040293087,0.012205242673992686
MagicTelescope,D_new62,True,binclass,True,2,19020,9,9,0,0.0,10651,4565,3804,MagicTelescope,MagicTelescope,1,False,True,2,1120.0,,https://www.openml.org/search?type=data&status=active&id=1120&sort=runs,2.0,0.0,0,0,18390.0,0,0,9,0.6482649842271293,0.3517350157728706,1.84304932735426,0.9356080339636984,1.912696584756354,1338,2,True,0.6483964248159831,2,0,,,,,,,,,,,,21,21,12,3,4,2,exaone,0.9041535226077814,tabfm,0.8804942166140904,0.8001577287066246,0.10399579390115676,0.24294645907558735,0.047619047619047616,0.0002253267237494343,0.00473186119873812,0.047619047619047616,False,1.068644534575134,0.9052413499574382,0.8868712758499825,0.00039432176656151,0.2785155923323856,0.8753505082369436,0.0,0.31752961016775233,0.8704455835962146,0.0,0.31804872259591754,0.8210436382754995,0.0,0.624213406889809,0.853627760252366,0.8001577287066246,0.8419295478443743,1605,1605.0,0,0,0,10,0.010515247108307,1.0,0.0092008412197686,0.0,0.0082544689800211,mitra@v2,False,True,False,False,True,True,True,2282.5,4.279210512601395,3.659440781870318,0.25588853838065206,0.004153522607781346,0.10399579390115676,0.011520767613038885,0.00039432176656151
Marketing_Campaign,A_published112,True,binclass,True,2,2240,27,19,8,0.2962962962962963,1254,538,448,Marketing_Campaign,marketing-campaign,2,True,False,2,,,https://www.kaggle.com/datasets/rodsaldanha/arketing-campaign,2.0,0.000563909774436,2,4,59.0,25,8,44,0.8504464285714286,0.1495535714285714,5.686567164179104,0.6087219885852236,1.5249077709008396,67,2,True,0.8510044642857143,2,0,,,,,,,,,,,,22,22,13,3,4,2,,0.8915178571428571,tabpfn3,0.8834821428571429,0.871875,0.019642857142857184,0.24719367214519744,0.0,0.002171266233766225,0.00580357142857141,0.5909090909090909,False,1.0362317370129868,0.8973011363636364,0.8854223901098901,0.003674450549450534,0.2533326340280109,0.8827380952380951,0.0,0.5175519239308397,0.8752790178571428,0.0,0.29214040177781125,0.8774553571428572,0.0,0.5152048846168144,0.8806249999999999,0.8758928571428571,0.8790178571428571,80,80.0,0,0,1,10,0.1473214285714285,0.9242424242424242,0.1439732142857142,0.0084286574352799,0.0015625,catboost,False,False,False,False,False,False,False,269.0,3.3502480183341627,2.7307822756663893,0.04107142857142854,-0.008482142857142883,0.015625,0.002684294871795001,0.003674450549450534
Mobile_Price_Classification,A_published112,True,multiclass,False,4,2000,20,14,6,0.3,1120,480,400,Mobile_Price_Classification,Mobile_Price_Classification,1,True,False,4,,,https://www.kaggle.com/datasets/iabhishekofficial/mobile-price-classification,4.0,0.0,0,2,23.5,12,2,26,0.25,0.25,1.0,1.0,4.0,100,4,True,0.25,4,0,,,,,,,,,,,,22,22,13,3,4,2,,0.975,tabfm,0.959625,0.725,0.25,0.06387560140316323,0.8636363636363636,0.07764772727272728,0.12125,1.0,False,0.9544318181818181,0.8943863636363637,0.9630192307692307,0.10328846153846155,0.08136955226980788,0.9115000000000001,0.02008333333333333,0.2774941356227062,0.9305625,0.058625,0.21599325874697364,0.843375,0.035375000000000004,0.7796615144580701,0.8842500000000001,0.96175,0.725,120,120.0,0,0,0,10,0.0,,0.0,0.0,0.0037499999999999,tabpfn25,False,False,False,False,False,False,False,120.0,3.3010299956639813,2.681241237375587,0.725,0.07499999999999996,0.013249999999999984,0.051519230769230595,0.08320512820512822
National_Health_and_Nutrition_Health_Survey,A_published112,True,binclass,True,2,2278,7,7,0,0.0,1275,547,456,National_Health_and_Nutrition_Health_Survey,National_Health_and_Nutrition_Health_Survey,1,True,False,2,,,https://archive.ics.uci.edu/dataset/887/national+health+and+nutrition+health+survey+2013-2014+(nhanes)+age+prediction+subset,2.0,0.0,1,3,101.0,0,0,7,0.8399122807017544,0.1600877192982456,5.2465753424657535,0.6345193657535579,1.5524204745370374,73,2,True,0.8402854006586169,2,0,,,,,,,,,,,,22,22,13,3,4,2,,0.8432017543859649,lightgbm,0.8358552631578946,0.8322368421052632,0.010964912280701733,0.37755657250510183,0.0,0.0,0.0,0.0,True,1.148554625199362,0.8963815789473685,0.8366734143049933,0.0,0.38106013735547223,0.8397660818713449,0.0,0.4119105636724056,0.8335526315789474,0.0,0.4081119966516934,0.8353070175438597,0.0,0.46482449013423544,0.8379824561403508,0.8348684210526317,0.8357456140350876,87,87.0,0,0,1,10,0.0,,0.0,0.0,0.0017543859649122,xgboost,False,False,False,False,False,False,False,273.5,3.3575537197430814,2.737987326333431,0.003289473684210509,-0.056798245614035126,0.008333333333333193,-0.0030926675663516257,0.0
Performance-Prediction,A_published112,True,binclass,True,2,1340,19,19,0,0.0,750,322,268,Performance-Prediction,nba-rookie,2,True,False,2,43812.0,,https://www.openml.org/search?type=data&status=active&id=43812&sort=runs,2.0,0.000432050274941,0,0,76.0,0,0,19,0.6305970149253731,0.3694029850746269,1.707070707070707,0.950212585534002,1.932157346178492,99,2,True,0.6175373134328358,2,0,,,,,,,,,,,,22,22,13,3,4,2,,0.7477611940298508,tabicl,0.7317164179104478,0.6996268656716418,0.048134328358208966,0.5265528309481808,0.0,0.0,0.0,0.0,True,1.488958616010855,0.912601763907734,0.7382606199770378,0.0,0.5306321948266305,0.704726368159204,0.0,0.643854809517548,0.717723880597015,0.0,0.5663202305069275,0.7223880597014926,0.0,0.5837732291883792,0.7117910447761193,0.7298507462686568,0.7149253731343284,123,123.0,0,0,0,10,0.0335820895522388,0.5555555555555556,0.0391791044776119,0.0161904761904761,0.0007462686567163,tabiclv2,False,False,False,False,False,False,False,161.0,3.1271047983648077,2.507855871695831,0.11716417910447763,-0.15223880597014927,0.017910447761193993,0.03353425181783387,0.0
PhishingWebsites,D_new62,True,binclass,True,2,11055,30,0,30,1.0,6190,2654,2211,PhishingWebsites,PhishingWebsites,1,False,True,2,4534.0,,https://www.openml.org/search?type=data&status=active&id=4534&sort=runs,2.0,0.0,0,0,,68,3,68,0.5567616463138851,0.4432383536861148,1.256122448979592,0.9906835348524602,1.9871262489307988,980,2,True,0.5569877883310719,2,0,,,,,,,,,,,,21,21,12,3,4,2,exaone,0.9772953414744461,tabfm,0.9672546359113523,0.929895974672094,0.04739936680235213,0.049576860866278535,1.0,0.0796881393896319,0.09267299864314786,1.0,False,0.9203118606103681,0.9082574142275636,0.9677672244836425,0.08281697572742344,0.07602881570449635,0.9680536710387457,0.08071762400120604,0.08250974871806108,0.9595431931252828,0.07614201718679327,0.11105254807924084,0.9433740388964269,0.0664631388511985,0.24372836025191058,0.9581818181818182,0.929895974672094,0.9568521031207599,1176,1176.0,0,0,0,10,0.6580732700135685,0.9786941580756012,0.6525327905924921,0.0111918319261731,0.0014473089099955,tabiclv2,False,True,False,False,True,False,False,1327.0,4.043558746914733,3.4239009185284166,0.42053369516056094,0.07729534147444606,0.04739936680235213,-0.0002864465551032369,0.002099351726217405
PieChart3,A_published112,True,binclass,True,2,1077,37,37,0,0.0,602,259,216,PieChart3,nasa-mdp,7,True,False,2,1453.0,,https://www.openml.org/search?type=data&status=active&id=1453&sort=runs,2.0,0.0,0,1,76.0,0,0,37,0.875,0.125,7.0,0.5435644431995964,1.4575692649810903,27,2,True,0.875725900116144,2,0,,,,,,,,,,,,22,22,13,3,4,2,,0.8800925925925925,tabpfn25b,0.8756944444444446,0.8648148148148149,0.015277777777777612,0.2764595554703492,0.0,0.0,0.0,0.0,True,1.060563973063973,0.9032407407407408,0.8764957264957265,0.0,0.2802610306413357,0.8753086419753086,0.0,0.3444148892949479,0.8729166666666668,0.0,0.39855502202117954,0.8773148148148148,0.0,0.40179785472237917,0.8761111111111111,0.8796296296296295,0.875,32,32.0,0,0,1,10,0.0,,0.0,0.0,0.0004629629629629,LogReg,False,False,False,False,False,False,False,129.5,3.0322157032979815,2.413299764081252,0.0050925925925925375,-0.019907407407407485,0.0004629629629629983,0.0011870845204179359,0.0
Pima_Indians_Diabetes_Database,A_published112,True,binclass,True,2,768,8,8,0,0.0,429,185,154,Pima_Indians_Diabetes_Database,Pima_Indians_Diabetes_Database,1,True,False,2,,,https://www.kaggle.com/datasets/uciml/pima-indians-diabetes-database,2.0,0.0,0,0,94.0,0,0,8,0.6493506493506493,0.3506493506493506,1.851851851851852,0.9346466439786691,1.9114224174964425,54,2,True,0.6514657980456026,2,0,,,,,,,,,,,,22,22,13,3,4,2,,0.7597402597402597,LogReg,0.753896103896104,0.7272727272727273,0.03246753246753242,0.4487732022797036,0.0,0.0,0.0,0.0,True,1.3114521841794569,0.9048406139315229,0.7533966033966034,0.0,0.45855086744584955,0.7463203463203462,0.0,0.5455120762192621,0.7538961038961038,0.0,0.5443209762913372,0.7435064935064934,0.0,0.6031147822894544,0.7451948051948053,0.7597402597402597,0.7272727272727273,64,64.0,0,0,1,10,0.0,,0.0,0.0,0.0012987012987012,tabm,False,False,False,False,False,False,False,92.5,2.885361220031512,2.2671717284030137,0.11038961038961037,-0.1402597402597403,0.0,0.007076257076257253,0.0
PizzaCutter3,A_published112,True,binclass,True,2,1043,37,37,0,0.0,583,251,209,PizzaCutter3,nasa-mdp,7,True,False,2,1444.0,,https://www.openml.org/search?type=data&status=active&id=1444&sort=runs,2.0,0.0,0,1,75.0,0,0,37,0.8803827751196173,0.1196172248803827,7.36,0.5282595882585933,1.4421883452029818,25,2,True,0.8776978417266187,2,0,,,,,,,,,,,,22,22,13,3,4,2,,0.885645933014354,catboost,0.8794258373205741,0.8751196172248804,0.010526315789473606,0.2536871529991309,0.0,0.0,0.0,0.0,True,1.0597651152675076,0.9078947368421051,0.8790945896209053,0.0,0.2575178098884531,0.880382775119617,0.0,0.31914038711523135,0.8776315789473685,0.0,0.348095885943407,0.8822966507177035,0.0,0.3113151724628055,0.8811483253588517,0.883732057416268,0.8808612440191388,31,31.0,0,0,1,10,0.0,,0.0,0.0,0.0019138755980859,LogReg,False,False,False,False,False,False,False,125.5,3.018284308426531,2.399673721481038,0.0052631578947367474,-0.014354066985646008,0.001913875598085979,-0.0012881854987117913,0.0
Pumpkin_Seeds,A_published112,True,binclass,True,2,2500,12,12,0,0.0,1400,600,500,Pumpkin_Seeds,Pumpkin_Seeds,1,True,False,2,,,https://www.kaggle.com/datasets/muratkokludataset/pumpkin-seeds-dataset,2.0,0.0,0,0,2330.5,0,0,12,0.52,0.48,1.0833333333333333,0.9988455359952018,1.9984002132308607,240,2,True,0.52,2,0,,,,,,,,,,,,22,22,13,3,4,2,,0.8848,exaone,0.875,0.8629999999999999,0.021800000000000153,0.29396311277762066,0.0,0.0005090909090909091,0.0018,0.5909090909090909,False,1.0213909090909092,0.8848545454545454,0.8794153846153846,0.0005846153846153846,0.30357999513683076,0.8728666666666666,0.0011333333333333334,0.47752310470123965,0.8677000000000001,5e-05,0.34352073565151664,0.8684999999999999,0.0,0.49057157388274925,0.8711199999999998,0.874,0.8629999999999999,288,288.0,0,0,0,10,0.0,,0.0,0.0,0.0004,tabpfn3,False,False,False,False,False,False,False,300.0,3.3979400086720375,2.7781512503836434,0.3648,-0.015199999999999991,0.010800000000000032,0.00654871794871803,-0.0005487179487179488
QSAR_biodegradation,A_published112,True,binclass,True,2,1054,41,41,0,0.0,590,253,211,QSAR_biodegradation,QSAR_biodegradation,1,True,False,2,,,https://archive.ics.uci.edu/dataset/254/qsar+biodegradation,2.0,0.0,3,12,16.0,0,0,41,0.6635071090047393,0.3364928909952606,1.971830985915493,0.9214230377255372,1.893982548648012,71,2,True,0.6631079478054567,2,0,,,,,,,,,,,,22,22,13,3,4,2,,0.8848341232227488,tabfm,0.876303317535545,0.8578199052132701,0.027014218009478674,0.28510789461074487,0.0,0.00015079707022834865,0.00142180094786729,0.13636363636363635,False,1.093127962085308,0.9123438173201205,0.8787823550856726,0.00014582573824279847,0.2929424624659011,0.869826224328594,0.0,0.389218386913936,0.8704976303317535,0.0003554502369668225,0.47065395129261345,0.869431279620853,0.0,0.4655185479297169,0.8696682464454977,0.8663507109004739,0.8725118483412322,85,85.0,0,0,1,10,0.0047393364928909,1.0,0.0023724792408066,0.0,0.0014218009478672,exaone,False,False,False,False,False,False,False,126.5,3.022840610876528,2.403120521175818,0.2213270142180095,-0.01516587677725123,0.018483412322274906,0.008956130757078573,0.00014582573824279847
Rain_in_Australia,D_new62,True,multiclass,False,3,145460,18,12,6,0.3333333333333333,81457,34911,29092,Rain_in_Australia,Rain_in_Australia,1,False,True,3,,,https://www.kaggle.com/datasets/jsphyg/weather-dataset-rattle-package,3.0,0.0365100371236078,0,0,415.0,3539,3436,3551,0.7583871854805445,0.0224460332737522,33.78713629402756,0.5713008806822796,1.8731812113685171,653,3,True,0.7583957789082909,3,0,,,,,,,,,,,,21,12,8,0,4,0,tabpfn;PFN-v2;tabicl;mitra;exaone;catboost;lightgbm;xgboost;LogReg;knn,0.8713804482331913,tabfm,0.8531022274164719,0.8422452908015948,0.029135157431596448,0.31583988402912416,0.0,5.728951830972161e-05,0.00030248865667534,0.5833333333333334,False,1.115773523076218,0.9005823479536184,0.8558289220404235,8.464526330261348e-05,0.35620273360806576,,,,0.8465892685274302,2.5780283239378527e-06,0.4478676749632343,,,,,,,784,784.0,0,0,0,10,0.0,,0.0,0.0,0.0147360098996287,tabpfn3,False,True,False,False,True,True,True,11637.0,5.162743583235415,4.542962289039381,0.11299326275264676,-0.02861955176680875,,,
SDSS17,D_new62,True,multiclass,False,3,100000,12,8,4,0.3333333333333333,56000,24000,20000,SDSS17,SDSS17,1,False,True,3,,,https://www.kaggle.com/datasets/fedesoriano/stellar-classification-dataset-sdss17,3.0,0.0,0,0,93199.5,1293,856,1301,0.59445,0.1896,3.1352848101265822,0.8696854601698428,2.5998327962335415,3792,3,True,0.59445,3,0,,,,,,,,,,,,21,21,12,3,4,2,exaone,0.9793049999999999,tabpfn3,0.9759499999999999,0.9160450000000001,0.06325999999999976,0.06298568927407108,1.0,0.08842238095238095,0.09562,1.0,False,0.9115776190476188,0.8999697619047621,0.9756945833333334,0.09339208333333332,0.07796289744395689,0.9759716666666667,0.092095,0.09059618381072243,0.9710037499999999,0.08872000000000001,0.1007594057332257,0.9385300000000001,0.052500000000000005,0.670157181339618,0.9609949999999999,0.9610150000000001,0.9160450000000001,4551,4551.0,0,0,0,10,0.0,,0.0,0.0,0.0007999999999999,tabpfn26,False,True,False,False,True,True,True,8000.0,5.0,4.380211241711606,0.38485499999999984,0.07930499999999985,0.018289999999999806,-0.0002770833333333167,0.0012970833333333237
Shipping,D_new62,True,binclass,True,2,10999,9,5,4,0.4444444444444444,6159,2640,2200,Shipping,shipping,2,False,True,2,45074.0,,https://www.openml.org/search?type=data&status=active&id=45074&sort=runs,2.0,0.0,0,3,8.0,13,5,18,0.5886363636363636,0.4113636363636364,1.430939226519337,0.977210958813574,1.9686558907272471,905,2,True,0.5987043982270712,2,0,,,,,,,,,,,,21,21,12,3,4,2,exaone,0.6906818181818182,tabfm,0.6759999999999999,0.6375454545454545,0.05313636363636365,0.4977851932752905,0.0,0.0,0.0,0.0,True,1.4997792207792207,0.898344155844156,0.6839583333333333,0.0,0.5026544376791973,0.6678333333333333,0.0,0.5566775239420605,0.6712159090909091,0.0,0.5202231057922415,0.64375,0.0,0.5538077867360083,0.6582000000000001,0.6375454545454545,0.6499545454545455,1059,1059.0,0,0,0,10,0.0,,0.0002272985566541,0.0,0.0014545454545453,tabiclv2,False,True,False,False,True,False,False,1320.0,4.041353202046975,3.4216039268698313,0.10204545454545455,-0.20931818181818185,0.05313636363636365,0.016125000000000056,0.0
Telecom_Churn_Dataset,A_published112,True,binclass,True,2,3333,17,14,3,0.1764705882352941,1866,800,667,churn,churn,5,True,False,2,,,https://www.kaggle.com/datasets/mnassrib/telecom-churn-datasets,2.0,0.0,0,1,162.0,55,51,69,0.8545727136431784,0.1454272863568216,5.876288659793815,0.5982777819914056,1.5139082585639745,97,2,True,0.8552138034508627,2,0,,,,,,,,,,,,22,22,13,3,4,2,,0.9743628185907045,tabfm,0.9529985007496251,0.8673163418290855,0.10704647676161905,0.10976263457288767,0.9090909090909091,0.07201172141202122,0.09445277361319337,0.9090909090909091,False,0.9331402480577893,0.8916178274499114,0.9589551378157074,0.08650674662668661,0.14754919247470144,0.9537731134432784,0.08660669665167413,0.2087554910376749,0.9215892053973014,0.04996251874062965,0.2683888686974941,0.8790104947526237,0.0,0.8796430351626451,0.9238680659670164,0.8673163418290855,0.890704647676162,116,116.0,0,0,0,10,0.0,,0.0,0.0,0.00359820089955,mitra@v2,False,False,False,False,False,False,False,400.0,3.52283531366053,2.9030899869919438,0.11979010494752607,0.07436281859070448,0.10704647676161905,0.005182024372428984,-9.995002498751349e-05
UJI_Pen_Characters,D_new62,True,multiclass,False,35,1364,80,80,0,0.0,763,328,273,UJI_Pen_Characters,UJI_Pen_Characters,1,False,True,35,,,https://archive.ics.uci.edu/dataset/160/uji+pen+characters,35.0,0.0348973607038123,0,0,610.5,0,0,80,0.0476190476190476,0.0146520146520146,3.25,0.9858736257684813,33.2855671544988,4,35,True,0.0485792850595783,35,0,,,,,,,,,,,,12,10,2,2,4,2,tabpfn;PFN-v2;tabpfn25;tabpfn25b;tabpfn26;tabicl;mitra;mitra@v2;tabldm;tabfm;exaone;catboost,0.5461538461538462,tabpfn3,0.37234432234432235,0.21135531135531133,0.3347985347985349,1.4912754800167634,0.0,0.0,0.0,0.0,True,14.087509157509157,0.9100000000000001,0.5245421245421246,0.0,1.5993412997052172,0.3113553113553113,0.0,3.0543869822867045,0.38168498168498166,0.0,2.5152613370886905,0.28736263736263734,0.0,8.947940041604708,,0.21135531135531133,0.36336996336996336,5,5.0,9,35,35,10,0.0,,0.0,0.0,0.0432234432234432,tabiclv2,True,False,False,True,False,False,False,9.371428571428572,3.13481437032046,2.515873843711679,0.4985347985347986,-0.3538461538461538,0.3347985347985349,0.21318681318681326,0.0
VulNoneVul,A_published112,True,binclass,True,2,5692,16,16,0,0.0,3187,1366,1139,VulNoneVul,VulNoneVul,1,False,False,2,44150.0,,https://www.openml.org/search?type=data&status=active&id=44150&sort=runs,2.0,0.0,0,0,59.5,0,0,16,0.9894644424934153,0.0105355575065847,93.91666666666669,0.0843229985186939,1.060190118036382,12,2,True,0.9909949483856798,2,0,,,,,,,,,,,,22,21,13,3,3,2,ftt,0.9894644424934154,LogReg,0.9894644424934154,0.9878841088674276,0.001580333625987751,0.04695163287789839,1.0,0.10661398887913369,0.11185250219490779,1.0,False,0.8933860111208665,0.8888833145198376,0.9894509353684071,0.10782737894239205,0.0484924887169805,0.9891425226807141,0.10582382206613984,0.06365768430741821,0.988732806555458,0.10479953175299965,0.06653877175293152,0.9894644424934154,0.10263388937664614,0.07938514222562673,0.9892712906057944,0.9894644424934154,0.9894644424934154,12,12.0,0,1,1,10,0.4091308165057067,0.9978540772532188,0.4227981550625961,0.0005948839976204,0.0,tabicl,False,False,False,False,True,False,False,683.0,3.7552648914122466,3.1354506993455136,1.1102230246251565e-16,0.08946444249341534,0.0,0.0003084126876929938,0.0020035568762522132
Water_Quality_and_Potability,A_published112,True,binclass,True,2,3276,8,8,0,0.0,1834,786,656,water-quality,water-quality,2,True,False,2,,,https://www.kaggle.com/datasets/uom190346a/water-quality-and-potability,2.0,0.0249160561660561,0,0,3276.0,0,0,8,0.6097560975609756,0.3902439024390244,1.5625,0.9649567669505686,1.9520050252023309,256,2,True,0.6099236641221374,2,0,,,,,,,,,,,,22,22,13,3,4,2,,0.6560975609756097,tabpfn3,0.6338414634146341,0.6039634146341463,0.052134146341463405,0.6249135074541655,0.0,0.0,0.0,0.0,True,1.6428630820399113,0.8980044345898004,0.6453212945590994,0.0,0.6320032055442388,0.6105182926829268,0.0,0.7652806409486486,0.6196265243902439,0.0,0.7011136861413132,0.6123475609756098,0.0,0.671689783594408,0.61125,0.6099085365853659,0.6147865853658537,307,307.0,0,0,0,10,0.0,,0.0,0.0,0.0004573170731706,tabfm,False,False,False,False,False,False,False,393.0,3.5153438930883807,2.895422546039408,0.046341463414634076,-0.24390243902439035,0.04618902439024375,0.03480300187617258,0.0
Waterstress,A_published112,True,binclass,True,2,1188,22,22,0,0.0,665,285,238,Waterstress,Waterstress,1,True,False,2,42464.0,,https://www.openml.org/search?type=data&status=active&id=42464&sort=runs,2.0,0.0,0,0,1185.5,0,0,22,0.5168067226890757,0.4831932773109244,1.0695652173913044,0.9991848220670624,1.9988702426363991,115,2,True,0.5042105263157894,2,0,,,,,,,,,,,,22,22,13,3,4,2,,0.8126050420168067,tabfm,0.728781512605042,0.634453781512605,0.17815126050420171,0.42387236882429463,0.0,0.0,0.0,0.0,True,1.4395721925133689,0.897077922077922,0.7542663219133807,0.0,0.497192133380313,0.6507002801120448,0.0,0.7801453538135651,0.6648109243697479,0.0,0.6311337090671758,0.6722689075630253,0.0,0.915386574651966,0.6593277310924369,0.6764705882352942,0.6680672268907564,141,141.0,0,0,0,10,0.0,,0.0021052631578947,0.0,0.0184873949579831,tabiclv2,False,False,False,False,False,False,False,142.5,3.074816440645175,2.45484486000851,0.29579831932773104,-0.0873949579831933,0.13613445378151257,0.10356604180133588,0.0
Wilt,A_published112,True,binclass,True,2,4821,5,5,0,0.0,2699,1157,965,Wilt,Wilt,1,True,False,2,,,https://www.openml.org/search?type=data&id=44489,2.0,0.0,0,0,4646.0,0,0,5,0.9461139896373058,0.0538860103626943,17.557692307692307,0.3026805373586225,1.233434014563983,52,2,True,0.9465767634854771,2,0,,,,,,,,,,,,22,22,13,3,4,2,,0.9934715025906735,tabfm,0.9912435233160621,0.9643523316062176,0.029119170984455933,0.03100178451352124,1.0,0.09748940178991988,0.10383419689119167,1.0,False,0.9025105982100801,0.9000282618935468,0.9920765245117577,0.10035870864886404,0.03332780174988038,0.9844559585492227,0.09892918825561309,0.05852560439300625,0.9876943005181347,0.09569948186528493,0.0475403831764026,0.9647150259067356,0.08025906735751291,0.36557384746773164,0.9765595854922278,0.9643523316062176,0.9650777202072538,62,62.0,0,0,1,10,0.0020725388601036,1.0,0.0,0.0,0.0004145077720206,tabiclv2,False,False,False,False,False,False,False,578.5,3.683137131483007,3.0633333589517497,0.047357512953367764,0.0934715025906735,0.029119170984455933,0.007620565962534909,0.0014295203932509493
